measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,12,Lao People's Democratic Republic,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,2470.6327543614357,3129.343478719302,1868.6821621400102
1,Deaths,12,Lao People's Democratic Republic,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.14339960288676745,0.17931283900510156,0.1034909889184674
1,Deaths,12,Lao People's Democratic Republic,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.155759938750623,0.18444845367667165,0.12618413602071696
1,Deaths,12,Lao People's Democratic Republic,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,136.90221758274083,182.68865291966827,92.4336476534536
1,Deaths,12,Lao People's Democratic Republic,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,117.36810582475502,148.6603445712285,88.77227316431645
1,Deaths,180,Kenya,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,8124.798020684442,11535.439971497013,5186.802575539066
1,Deaths,180,Kenya,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,7396.728395491831,10229.269657415034,5039.158797516459
1,Deaths,180,Kenya,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.06640781533216765,0.09159218796047656,0.04454353813036297
1,Deaths,180,Kenya,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.07220704290610276,0.09474731984392994,0.05178662107623914
1,Deaths,180,Kenya,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,31.90125028170118,45.29281302789428,20.365489296200987
1,Deaths,180,Kenya,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,27.683739715331917,38.2850935619613,18.860062594659443
1,Deaths,98,Chile,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,143.75233695186324,348.2597949493898,42.37627748797198
1,Deaths,98,Chile,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,182.455919783064,434.33805238241496,56.94512752698195
1,Deaths,98,Chile,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0024738537080168576,0.006041550759783538,0.0007301582905559456
1,Deaths,98,Chile,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0034734568495408125,0.008263425705583565,0.001074537742639078
1,Deaths,98,Chile,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,2.2299442757258725,5.402346512619899,0.657357921370819
1,Deaths,98,Chile,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,2.6489508939455755,6.305852797217788,0.8267467925830786
1,Deaths,77,Cyprus,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.3907604575751359,1.2368211660322073,0.08477157740961977
1,Deaths,77,Cyprus,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.4146024702332048,1.2399278608039066,0.09659869707924054
1,Deaths,77,Cyprus,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,8.620187468812964e-05,0.00027340852589969916,1.8446902313471708e-05
1,Deaths,77,Cyprus,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.00010119065471980607,0.00031594336944695757,2.3470355307826056e-05
1,Deaths,77,Cyprus,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.07737437953152485,0.24490264676997955,0.016785598636772904
1,Deaths,77,Cyprus,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.07824476095626635,0.2340021250163947,0.018230335090383243
1,Deaths,165,Pakistan,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,42562.102387725456,65102.04015130182,23759.59820192766
1,Deaths,165,Pakistan,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,34648.711836648814,49600.86236168553,22400.15829103773
1,Deaths,165,Pakistan,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.07881585256878544,0.11575308753485351,0.048590044598984486
1,Deaths,165,Pakistan,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.07613624958062466,0.1013660572437678,0.050838227262898744
1,Deaths,165,Pakistan,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,35.22063694294072,53.872698757357824,19.661345075415642
1,Deaths,165,Pakistan,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,29.786904784236395,42.64101278422703,19.257032853418124
1,Deaths,123,Peru,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.019432441269000147,0.03316912939588966,0.009785868216425549
1,Deaths,123,Peru,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,9.201167982942431,17.300509517912612,3.692407886300603
1,Deaths,123,Peru,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,11.3042393934999,19.601831858769913,5.292975203125768
1,Deaths,53,Serbia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,821.0141339536718,1951.9878081706229,238.70558261343945
1,Deaths,53,Serbia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,1144.467762828803,2549.951340651964,392.75866208058994
1,Deaths,53,Serbia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.01386291561960759,0.03214733731572431,0.004402412829122567
1,Deaths,53,Serbia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.019739688832075324,0.04382972252319772,0.0069710430273231105
1,Deaths,53,Serbia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,24.9431044789954,59.303042210077805,7.252077693442561
1,Deaths,53,Serbia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,33.036355738694695,73.60722804277111,11.33742277534915
1,Deaths,102,United States of America,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,64.89205128393229,202.6053058490203,11.607888052221925
1,Deaths,102,United States of America,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,82.67870207296578,252.01780440141846,15.628127923177185
1,Deaths,102,United States of America,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,4.325120099172473e-05,0.00013490227068812621,7.764467924115264e-06
1,Deaths,102,United States of America,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,5.886682330475802e-05,0.00017936729380156713,1.1086932044734906e-05
1,Deaths,102,United States of America,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.020821525993089632,0.06500875775393762,0.0037245539017820867
1,Deaths,102,United States of America,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.02413382693215391,0.07356373434451847,0.004561834246486622
1,Deaths,66,Brunei Darussalam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.3345459435585678,1.0023052582472494,0.054993456107412325
1,Deaths,66,Brunei Darussalam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.35134175713168914,1.1013295059378574,0.05937962639124124
1,Deaths,66,Brunei Darussalam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0003392330997761416,0.0010508486616718422,5.756995263176501e-05
1,Deaths,66,Brunei Darussalam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0004366267820476578,0.0013508979017435494,7.509399913653662e-05
1,Deaths,66,Brunei Darussalam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.20888672359634267,0.6258281275558214,0.03433729533027674
1,Deaths,66,Brunei Darussalam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.24131852559617906,0.7564464148475131,0.040784801693285126
1,Deaths,20,Viet Nam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,17603.250475084023,30046.130479860938,8339.354117147483
1,Deaths,20,Viet Nam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,14986.120944384487,22773.093989831694,8371.858727669
1,Deaths,20,Viet Nam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.051158805658381844,0.08621159424438933,0.02490971426245825
1,Deaths,20,Viet Nam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.05710028738576817,0.08423018568260035,0.03299364327377733
1,Deaths,20,Viet Nam,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,53.01092845448244,90.4817707079949,25.113367845695517
1,Deaths,20,Viet Nam,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,42.703759908748886,64.8931595928134,23.85606298141517
1,Deaths,55,Slovenia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,28.37230112269218,77.54488653222059,6.230799969561376
1,Deaths,55,Slovenia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,33.26720642180268,89.72032113787789,8.010379017812667
1,Deaths,55,Slovenia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0027217407746959604,0.007515627543890812,0.0006363799363373917
1,Deaths,55,Slovenia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.00321328496393104,0.008415120459622553,0.0008016024779835794
1,Deaths,55,Slovenia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,3.4540982639478357,9.44046296388524,0.7585495185885728
1,Deaths,55,Slovenia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,3.913820234073065,10.555416160427097,0.9424050545453256
1,Deaths,61,Republic of Moldova,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,118.73904381900672,267.71071191312785,40.354263619968805
1,Deaths,61,Republic of Moldova,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,161.21026950443476,324.8581706794617,61.14787890935661
1,Deaths,61,Republic of Moldova,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.005716182576207927,0.012939253827832658,0.0019583842844214925
1,Deaths,61,Republic of Moldova,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.008215168696673289,0.016838376280933424,0.003168408839598293
1,Deaths,61,Republic of Moldova,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,8.715949548000532,19.6511019749396,2.962174146311085
1,Deaths,61,Republic of Moldova,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,10.380559159159684,20.91808089795286,3.937399127406384
1,Deaths,182,Malawi,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,4235.524941415408,5443.61854666344,3058.2736532214885
1,Deaths,182,Malawi,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,3486.546815738667,4454.362768418554,2582.576058715129
1,Deaths,182,Malawi,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.10015035864040972,0.12454785616087428,0.07550161263091922
1,Deaths,182,Malawi,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.10065257812358772,0.12165278193871587,0.07729194541273839
1,Deaths,182,Malawi,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,107.82657192922875,138.58181332794592,77.85650388311804
1,Deaths,182,Malawi,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,80.33415975143423,102.6337832647644,59.50560501138593
1,Deaths,89,Netherlands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,2.4355170337767755,7.83552032576362,0.465085645446126
1,Deaths,89,Netherlands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,3.1738225327842526,9.639272829512647,0.6392215892099914
1,Deaths,89,Netherlands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,3.162322991502138e-05,0.00010162428814486436,6.206761456613811e-06
1,Deaths,89,Netherlands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,4.0183764563730094e-05,0.00012213807000970847,8.162086334272213e-06
1,Deaths,89,Netherlands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.0370023662373358,0.11904363169424957,0.00706596141429513
1,Deaths,89,Netherlands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.04664037306465673,0.14165230607461946,0.009393572918389565
1,Deaths,26,Papua New Guinea,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,5084.832768237649,6875.201865695436,3461.6539640738815
1,Deaths,26,Papua New Guinea,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,3341.258978101368,4573.674755149617,2390.5842765055345
1,Deaths,125,Colombia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,992.4141924613552,2142.2311759155573,393.92227052253594
1,Deaths,125,Colombia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,1373.9230449747333,2655.1369576519464,585.6995055355115
1,Deaths,125,Colombia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.00796390809509819,0.01587242976126454,0.0032664834648061226
1,Deaths,125,Colombia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0129157583183296,0.0234965405169152,0.005640453732156867
1,Deaths,125,Colombia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,6.333123442267408,13.670717913957294,2.513827779598815
1,Deaths,125,Colombia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,8.036611109631,15.53093038908149,3.4259845704667056
1,Deaths,5,East Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,197166.65885945724,351498.7952160868,90423.99444590962
1,Deaths,5,East Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,194522.61914626445,315833.9857515927,103500.97953887502
1,Deaths,5,East Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.031172122357245226,0.0549778895540885,0.01540182320316254
1,Deaths,5,East Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.04280281238133543,0.06933733911182313,0.023627381636722157
1,Deaths,5,East Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,13.504684515080594,24.07547180787708,6.193478779066088
1,Deaths,5,East Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,13.084916282445956,21.245145067697287,6.962180842316397
1,Deaths,158,South Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,363496.60324885364,542481.0992142714,219162.00295710785
1,Deaths,158,South Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,355399.6931650943,497131.7132591712,231798.79091127554
1,Deaths,158,South Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0660648285527439,0.09749367920648451,0.04053337062216838
1,Deaths,158,South Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.07574690830468436,0.10335987730049795,0.05172404416191419
1,Deaths,158,South Asia,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,28.986757720666958,43.25973901934877,17.47690576614436
1,Deaths,158,South Asia,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,28.555553530585502,39.94339759637756,18.624503367584865
1,Deaths,24,Marshall Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,12.35955273391698,20.03272644545546,6.255413395279638
1,Deaths,24,Marshall Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,10.486083367424119,15.76464721486311,6.200371406122305
1,Deaths,24,Marshall Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.056070608993078745,0.09027149034386123,0.029447724786712242
1,Deaths,26,Papua New Guinea,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.177175707850949,0.21950981971853953,0.13287503704288725
1,Deaths,26,Papua New Guinea,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.16376797871497448,0.2013942976116324,0.12457764810617168
1,Deaths,26,Papua New Guinea,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,189.9336850709531,256.8093161519676,129.3031106045407
1,Deaths,26,Papua New Guinea,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,130.83071141276503,179.0873218474224,93.60598613792968
1,Deaths,167,Central Sub-Saharan Africa,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,25811.039548931614,36254.052480475395,16727.732537697913
1,Deaths,167,Central Sub-Saharan Africa,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,27437.99984581688,36975.89115535255,19313.16298073833
1,Deaths,167,Central Sub-Saharan Africa,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.08728135744864651,0.11745083140179137,0.05975245404995083
1,Deaths,167,Central Sub-Saharan Africa,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.10387732723581199,0.13017638896504446,0.0788897446569041
1,Deaths,167,Central Sub-Saharan Africa,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,42.597154635194656,59.83174279887521,27.606552159732335
1,Deaths,167,Central Sub-Saharan Africa,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,42.54922606659063,57.34002334804324,29.94970997689647
1,Deaths,87,Luxembourg,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.09298463247610413,0.2854486269501348,0.018390033624833615
1,Deaths,87,Luxembourg,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,0.11103100576199948,0.34187467726622434,0.02244700072542676
1,Deaths,87,Luxembourg,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,4.566756823153079e-05,0.00014694228957013372,9.276687516781628e-06
1,Deaths,87,Luxembourg,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,5.328182228939842e-05,0.00016768010732187054,1.0953704945413467e-05
1,Deaths,87,Luxembourg,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.03827803877266913,0.11750773562298447,0.007570438268957739
1,Deaths,87,Luxembourg,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.04563326094874194,0.1405090069425993,0.009225619768010588
1,Deaths,24,Marshall Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.06320032999451523,0.09013803038933857,0.04029447100663397
1,Deaths,24,Marshall Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,73.20027826820917,118.64516312586042,37.048104496580464
1,Deaths,24,Marshall Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,65.44851771360808,98.39448689641728,38.699398391701905
1,Deaths,28,Solomon Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,663.6185156128441,853.7296724240175,484.0844544175679
1,Deaths,28,Solomon Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,479.64324434701626,601.8440676760517,363.47383042365595
1,Deaths,28,Solomon Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.21479410323143577,0.25574595690677315,0.16781149331543235
1,Deaths,28,Solomon Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.2001995356009152,0.2346365223046923,0.16434446412643705
1,Deaths,28,Solomon Islands,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,402.4324183344127,517.7198776019105,293.5591353858634
1,Deaths,28,Solomon Islands,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,290.82102563734367,364.9147800957431,220.3842822805706
1,Deaths,146,Lebanon,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.2898853244973812,0.7137653610209794,0.08013683031876401
1,Deaths,146,Lebanon,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,3,Rate,2019,0.2575949663000383,0.6083546911680197,0.07838384440036664
1,Deaths,146,Lebanon,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,4.770247010074878,11.74546205541396,1.3187024071941817
1,Deaths,146,Lebanon,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,1,Number,2019,4.646634079887913,10.973823290275151,1.413929192541525
1,Deaths,146,Lebanon,1,Male,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.0002633491608262447,0.0006642036343924427,7.393529611250558e-05
1,Deaths,146,Lebanon,2,Female,37,20+ years,294,All causes,87,Household air pollution from solid fuels,2,Percent,2019,0.00032238281733485525,0.0007528501210723942,9.901198642756217e-05
